time,GWFFLOW,USSTAGE,DSSTAGE
  1.000000000000, -883930.9067,  1.379120187, 0.4108674088E-01
  2.000000000000, -548928.8195,  1.370606256,-0.1831412780E-01
  3.000000000000, -620567.1265,  1.376607872,-0.5325622054E-02
