time,U01,U02,U03,U04,U05,U06,U07,U08,U09,U10,U11,U12,U13,U14,U15,U16,U17
1.000000000000,15.73706903185719,13.35984240270245,16.11624498412633,15.44696536469265,12.01273415392132,13.69846988265012,9.683769830295715,9.309150077993325,9.905818326094948,14.01032080867065,4.780273274866417,5.824198907603701,11.59412730377502,3.327543715055282,6.882131376197159,3.735177317449528,10.27963909738614
