time,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17
1.000000000000,15.70492331750468,13.32788468003300,16.08815612366225,15.41873437453096,11.97426064525038,13.66946593439493,9.649758489832703,9.273496706474434,9.872217534153261,13.98172886907403,4.747139436512840,5.789967005616544,11.56520858760619,3.303968393228031,6.837838868697827,3.700864277744397,10.25052904619539
