time,GWFFLOW,USSTAGE,DSSTAGE,DISCHARGE
1.000000000000,-884677.8471820570,1.413375520079594,.3666485277767079,-3906282.092182057
2.000000000000,-560383.9785677016,1.407523051413366,.3283552366507040,-3581988.223567702
3.000000000000,-541130.1646817379,1.408167587274379,.3257045435654845,-3562734.409681737
4.000000000000,-530424.9951748009,1.407613668454526,.3243901567170482,-3552029.240174800
