time,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17
1.000000000000,11.82132698960123,11.80908503350631,11.70372539748052,11.30138078171989,10.88322039733817,10.58474410248919,9.316470365676601,9.324321501179503,8.809747618019083,10.08734139074347,3.251972459434535,4.328490625835540,7.343634357134320,2.322854827719289,4.517749383666673,2.338134471855146,6.225440038851342
