time,U01,U02,U03,U04,U05,U06,U07,U08,U09,U10,U11,U12,U13,U14,U15,U16,U17
1.000000000000,11.82676410078496,11.81566184333018,11.70877482258163,11.30619515040114,10.89008435944468,10.58978257306896,9.324422391202617,9.369893657938917,8.817559152636598,10.09375900779333,3.259164815447981,4.334463197833306,7.348708843021567,2.329430322585490,4.525920120216512,2.345258088913337,6.231897856826373
