time,WELL-1,WELL-2,WELL-3,WELL-4,WELL-5,WELL-6,WELL-7,WELL-8,WELL-9,WELL-10,WELL-11,WELL-12,WELL-13,WELL-14,WELL-15,WELL-16,WELL-17
1.000000000000,9.4339,9.1588,9.4490,8.9367,8.6797,8.5272,7.6122,7.3261,7.2230,8.3681,3.5329,3.5300,6.1757,2.1765,4.0192,2.6882,5.2111
