         1        23         9 1.750E+00 1.000E+05 -2.000E+0
         1        24         9 1.650E+00 1.000E+05 -2.000E+0
         1        25         9 1.550E+00 1.000E+05 -2.000E+0
         1        26         9 1.450E+00 1.000E+05 -2.000E+0
         1        27         9 1.350E+00 1.000E+05 -2.000E+0
         1        28         9 1.250E+00 1.000E+05 -2.000E+0
         1        38         9 2.500E-01 1.000E+05 -2.000E+0
         1        39         9 1.500E-01 1.000E+05 -2.000E+0
         1        40         9 5.000E-02 1.000E+05 -2.000E+0
