  1 4 0.9709707074045847 1596.34785957506 -2.0
  1 8 0.9697526259204967 1713.402351539996 -2.0
  1 9 0.9712243851910015 1496.8228784230123 -2.0
  1 10 0.9699728703731525 1693.1335329511921 -2.0
  1 18 0.9677755111083607 1884.8581808736044 -2.0
  1 19 0.9662703185199765 1779.5649307779513 -2.0
  1 20 0.9675552666672764 1486.2686429750268 -2.0
  1 21 0.9656095851898028 1992.27815556008 -2.0
  1 22 0.9634281851837976 1976.3657825006117 -2.0
  1 23 0.9638686740693517 2067.7124598974583 -2.0
  1 24 0.9620911777754546 2081.6055099818554 -2.0
  1 25 0.96096034814895 2343.7174989557147 -2.0
  1 26 0.9586026259252987 2257.722084481904 -2.0
  1 27 0.9592929666664038 2326.37306202561 -2.0
  1 28 0.9572495111130706 2410.943501840071 -2.0
  1 29 0.9557393222236957 2546.0857425829536 -2.0
  1 30 0.9533307592648103 2452.386731973535 -2.0
  1 31 0.9541506074072952 2477.2688883780256 -2.0
  1 32 0.9519038814783544 2570.15910962518 -2.0
  1 33 0.9502642666645592 2568.3400479173392 -2.0
  1 34 0.9478783074015704 2537.737313812571 -2.0
  1 35 0.9486980740754171 2538.3819791918186 -2.0
  1 36 0.9463725148165344 2569.0697238388534 -2.0
  1 37 0.9447330666678337 2569.4242452850754 -2.0
  1 38 0.9423537851843301 2560.197656088008 -2.0
  1 39 0.943173466668594 2559.6762949912245 -2.0
  1 40 0.9408252148146586 2569.0234771411 -2.0
  1 41 0.9391859370390397 2569.480769618241 -2.0
  1 42 0.9368085999979125 2566.7768268105724 -2.0
  1 43 0.93762819629884 2566.201933189351 -2.0
  1 44 0.9352731851877562 2569.018337716717 -2.0
  1 45 0.9336340777756433 2569.4756290426 -2.0
  1 46 0.9312572703754277 2568.745667296015 -2.0
  1 47 0.9320767814764495 2568.17033270397 -2.0
  1 48 0.9297197370331608 2569.02347714113 -2.0
  1 49 0.9280808000019382 2569.480769618301 -2.0
  1 50 0.9257040999983684 2569.3265523478804 -2.0
  1 51 0.9265235259300703 2568.7510876521997 -2.0
  1 52 0.9241658703691903 2569.0183377168514 -2.0
  1 53 0.9225271037016005 2569.4756290426 -2.0
  1 54 0.9201503851853035 2569.506472496657 -2.0
  1 55 0.9209697259231935 2568.9309675033537 -2.0
  1 56 0.9186118777803285 2569.018337716702 -2.0
  1 57 0.9169732777760417 2569.480769618301 -2.0
  1 58 0.9145965000017234 2569.565238137187 -2.0
  1 59 0.9154157592621891 2568.979549734664 -2.0
  1 60 0.9130578444398286 2569.0131998961724 -2.0
  1 61 0.9114194148142778 2569.4859057940926 -2.0
  1 62 0.9090425740757604 2569.578436526494 -2.0
  1 63 0.9098617444448925 2568.982363473587 -2.0
  1 64 0.9075038037042137 2569.0080604923883 -2.0
  1 65 0.9058655444466608 2569.491046390318 -2.0
  1 66 0.903488629629599 2569.5887177189297 -2.0
  1 67 0.904307718519713 2568.9926422810354 -2.0
  1 68 0.9019497592597333 2569.0080604923583 -2.0
  1 69 0.900311666662581 2569.4859057940926 -2.0
  1 70 0.8979346814814275 2569.5887177189447 -2.0
  1 71 0.898753685182801 2568.9926422810954 -2.0
  1 72 0.8963957111137344 2569.0131998961574 -2.0
